Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country_Region,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,CoGS
CA-2019-163965,2017-05-26,2017-05-29,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.2300000000000004,5,0.69999999999999996,-5.7839999999999998,13.013999999999999
CA-2019-163965,2018-12-01,2018-12-05,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,17.440000000000001,2,0.20000000000000001,1.3080000000000001,16.132000000000001
CA-2019-163965,2018-12-01,2018-12-05,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,62.880000000000003,4,0.69999999999999996,-50.304000000000002,113.184
CA-2019-163965,2018-12-01,2018-12-05,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.35199999999998,3,0.20000000000000001,-36.293999999999997,326.64599999999996
CA-2021-128783,2017-09-20,2017-09-24,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,4,0,46.543199999999999,66.976799999999997
CA-2021-128783,2018-09-11,2018-09-15,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,FUR-FU-10003623,Furniture,Furnishings,DataProducts Ampli Magnifier Task Lamp, Black,,135.30000000000001,5,0,37.884,97.416000000000011
CA-2018-122217,2017-12-30,2018-01-04,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10002045,Furniture,Furnishings,Executive Impressions 14",111.15000000000001,5,0,48.905999999999999,62.244000000000007
US-2021-141558,2018-09-02,2018-09-04,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85000000000002,5,0.40000000000000002,-181.26499999999999,958.11500000000001
US-2021-141558,2015-11-18,2015-11-23,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002794,Office Supplies,Binders,Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets,12.294,1,0.69999999999999996,-8.6058000000000003,20.899799999999999
US-2021-141558,2016-11-21,2016-11-24,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,154.76400000000001,3,0.40000000000000002,-46.429200000000002,201.19320000000002
US-2021-141558,2018-06-19,2018-06-26,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,43.280000000000001,1,0.20000000000000001,3.246,40.033999999999999
CA-2020-139941,2018-06-19,2018-06-26,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561,East,OFF-PA-10000241,Office Supplies,Paper,IBM Multi-Purpose Copy Paper, 8 1/2 x 11", Case,92.939999999999998,3,0,41.823,51.116999999999997
CA-2020-139941,2018-11-30,2018-12-03,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,52.560000000000002,3,0,18.396000000000001,34.164000000000001
CA-2019-166583,2015-04-23,2015-04-26,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.88,3,0.20000000000000001,109.3365,862.54349999999999
CA-2021-100412,2015-09-23,2015-09-25,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Tuscaloosa,Alabama,35401,South,FUR-CH-10002647,Furniture,Chairs,Situations Contoured Folding Chairs, 4/Set,141.96000000000001,2,0,35.490000000000002,106.47
CA-2021-142909,2015-09-23,2015-09-25,Second Class,AG-10330,Alex Grayson,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10003008,Furniture,Tables,Lesro Round Back Collection Coffee Table, End Table,182.55000000000001,2,0.5,-135.08699999999999,317.637
CA-2018-137911,2018-03-02,2018-03-02,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004071,Office Supplies,Paper,Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box,88.768000000000001,2,0.20000000000000001,31.0688,57.699200000000005
CA-2019-106208,2018-11-17,2018-11-21,Standard Class,JW-16075,Julia West,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.088000000000001,7,0.80000000000000004,-108.8304,161.91839999999999
US-2019-136749,2018-05-28,2018-06-01,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88,6,0,46.8996,228.9804
US-2019-136749,2018-05-28,2018-06-01,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,157.90000000000001,5,0,74.212999999999994,83.687000000000012
CA-2021-126718,2016-04-18,2016-04-22,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Orange,New Jersey,7050,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.9100000000000001,1,0,2.4058999999999999,2.5041000000000002
CA-2020-131380,2016-04-18,2016-04-22,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.920000000000002,4,0,0.87919999999999698,87.040800000000004
CA-2020-131380,2016-04-18,2016-04-22,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,5.9800000000000004,1,0,2.9302000000000001,3.0498000000000003
CA-2019-145835,2016-04-18,2016-04-22,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.38399999999999,2,0.20000000000000001,16.678799999999999,205.70519999999999
CA-2019-145835,2016-04-18,2016-04-22,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16,4,0.20000000000000001,5.5999999999999996,10.4
CA-2018-138709,2016-04-18,2016-04-22,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84,3,0,10.92,10.92
CA-2018-138709,2016-04-18,2016-04-22,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6,5,0,7.6440000000000001,7.9559999999999995
CA-2018-122070,2016-04-18,2016-04-22,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,247.84,8,0,121.44159999999999,126.39840000000001
CA-2018-122070,2016-04-18,2016-04-22,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East,OFF-BI-10004970,Office Supplies,Binders,ACCOHIDE 3-Ring Binder, Blue, 1",9.9120000000000008,3,0.20000000000000001,3.3452999999999999,6.5667000000000009
CA-2020-158610,2016-09-19,2016-09-24,First Class,CK-12595,Clytie Kelty,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.519999999999996,2,0,17.379999999999999,52.140000000000001
CA-2018-117464,2015-03-25,2015-03-30,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52,4,0,3.2256,8.2943999999999996
CA-2018-117464,2015-03-25,2015-03-30,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72000000000003,3,0.20000000000000001,71.772000000000006,645.94799999999998
CA-2018-117464,2015-03-25,2015-03-30,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5,10,0,68.584999999999994,167.91500000000002
CA-2018-117464,2015-03-25,2015-03-30,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.352,3,0.20000000000000001,19.1646,151.1874
US-2021-168613,2017-08-26,2017-08-31,Standard Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.76400000000001,2,0.10000000000000001,3.2392000000000101,142.5248
CA-2021-125381,2018-03-06,2018-03-12,Second Class,SG-20605,Speros Goranitis,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,0,22.6737,85.296300000000002
US-2021-141677,2018-03-06,2018-03-12,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,143.96000000000001,5,0.20000000000000001,1.7995000000000001,142.16050000000001
US-2021-141677,2016-11-11,2016-11-11,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,2399.96,5,0.20000000000000001,569.9905,1829.9695000000002
US-2021-141677,2016-11-11,2016-11-11,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352000000000004,3,0.20000000000000001,23.234999999999999,51.117000000000004
US-2021-141677,2017-04-05,2017-04-09,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168000000000006,8,0.80000000000000004,-226.63679999999999,313.8048
US-2021-141677,2017-04-05,2017-04-09,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10000344,Office Supplies,Storage,Neat Ideas Personal Hanging Folder Files, Black,32.231999999999999,3,0.20000000000000001,2.4174000000000002,29.814599999999999
CA-2021-133067,2018-02-21,2018-02-26,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002897,Office Supplies,Binders,Black Avery Memo-Size 3-Ring Binder, 5 1/2" x 8 1/2",2.202,2,0.69999999999999996,-1.5414000000000001,3.7434000000000003
CA-2021-133067,2018-07-20,2018-07-25,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003694,Office Supplies,Binders,Avery 3 1/2" Diskette Storage Pages, 10/Pack,9.3960000000000008,3,0.69999999999999996,-7.5167999999999999,16.912800000000001
US-2020-144351,2018-07-20,2018-07-25,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Baltimore,Maryland,21215,East,TEC-PH-10001644,Technology,Phones,BlueLounge Milo Smartphone Stand, White/Metallic,89.969999999999999,3,0,25.191600000000001,64.778400000000005
CA-2018-106054,2018-07-20,2018-07-25,First Class,JO-15145,Jack O'Briant,Corporate,United States,Athens,Georgia,30605,South,OFF-AR-10002399,Office Supplies,Art,Dixon Prang Watercolor Pencils, 10-Color Set with Brush,12.779999999999999,3,0,5.2397999999999998,7.5401999999999996
CA-2020-138667,2017-11-04,2017-11-08,Second Class,MW-18220,Mitch Webber,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,40,2,0.20000000000000001,0.5,39.5
CA-2021-150609,2017-11-04,2017-11-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.239999999999998,5,0.20000000000000001,7.5529999999999999,15.686999999999998
CA-2021-128853,2018-09-23,2018-09-29,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,21215,East,FUR-CH-10004218,Furniture,Chairs,Global Fabric Manager's Chair, Dark Gray,908.82000000000005,9,0,227.20500000000001,681.61500000000001
CA-2021-133102,2018-09-23,2018-09-29,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.5519999999999996,2,0.20000000000000001,-1.0409999999999999,6.593
CA-2021-133102,2018-09-23,2018-09-29,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.20000000000000001,1.002,7.0140000000000002
CA-2021-133102,2018-09-07,2018-09-10,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,74.591999999999999,4,0.29999999999999999,-2.1312000000000002,76.723200000000006
CA-2021-133102,2018-09-07,2018-09-10,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.783999999999999,2,0.59999999999999998,-22.238800000000001,39.022800000000004
CA-2021-133102,2018-09-07,2018-09-10,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,38.863999999999997,4,0.80000000000000004,-99.103200000000001,137.96719999999999
CA-2020-164399,2016-11-28,2016-11-30,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,3,0.20000000000000001,25.497,178.47899999999998
CA-2020-164399,2016-11-12,2016-11-18,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.35199999999998,3,0.20000000000000001,-8.4294000000000207,682.78139999999996
CA-2020-116918,2017-09-29,2017-10-03,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.3879999999999999,4,0.69999999999999996,-4.4900000000000002,9.8780000000000001
CA-2020-116918,2018-09-11,2018-09-13,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012,South,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.975999999999999,8,0.20000000000000001,5.0335999999999999,25.942399999999999
CA-2020-110492,2018-09-11,2018-09-13,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.1199999999999,6,0,175.51560000000001,1174.6043999999999
CA-2020-110492,2018-05-01,2018-05-02,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003274,Office Supplies,Binders,Avery Durable Slant Ring Binders, No Labels,15.92,4,0,7.4824000000000002,8.4375999999999998
CA-2020-147683,2018-05-01,2018-05-02,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.539999999999999,2,0,7.2298,12.310199999999998
CA-2018-116785,2018-09-16,2018-09-20,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.399999999999999,5,0,6.2060000000000004,15.193999999999999
CA-2018-116785,2015-10-19,2015-10-22,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,12.6,2,0,5.7960000000000003,6.8039999999999994
US-2019-156797,2015-10-19,2015-10-22,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,11.960000000000001,2,0,3.1095999999999999,8.8504000000000005
US-2019-156797,2015-10-19,2015-10-22,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138,2,0,34.5,103.5
CA-2020-104276,2015-10-19,2015-10-22,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,116.76000000000001,1,0.20000000000000001,14.595000000000001,102.16500000000001
